Date,Code,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Rank
2022-05-31,264450,유비쿼스,KOSDAQ,우량기업부,21250,3,0,0.0,21300,21300,20850,25991,547640650,217721252500,10245706,KSQ,976
2022-05-31,174900,앱클론,KOSDAQ,기술성장기업부,14200,1,400,2.9,13850,14350,13700,47610,666450400,217516579800,15318069,KSQ,977
2022-05-31,100250,진양홀딩스,KOSPI,,3880,1,100,2.65,3790,3935,3780,519655,2013286935,216873732960,55895292,STK,978
2022-05-31,301300,바이브컴퍼니,KOSDAQ,기술성장기업부,38850,2,-150,-0.38,38950,39600,38500,14612,567277900,216789993000,5580180,KSQ,979
2022-05-31,036710,심텍홀딩스,KOSDAQ,우량기업부,5330,3,0,0.0,5390,5400,5270,101347,537429580,216736876070,40663579,KSQ,980
2022-05-31,074430,아미노로직스,KOSDAQ,벤처기업부,2465,3,0,0.0,2530,2535,2435,1013742,2500551960,216493170460,87826844,KSQ,981
2022-05-31,015360,예스코홀딩스,KOSPI,,36050,3,0,0.0,36000,36750,35850,2756,100097900,216300000000,6000000,STK,982
2022-05-31,004710,한솔테크닉스,KOSPI,,6730,1,40,0.6,6700,6740,6640,53576,358932400,216099478940,32109878,STK,983
2022-05-31,262260,에이프로,KOSDAQ,우량기업부,15000,2,-150,-0.99,15300,15300,14900,39603,596190750,215999925000,14399995,KSQ,984
2022-05-31,000430,대원강업,KOSPI,,3480,1,40,1.16,3460,3505,3420,227343,788108905,215760000000,62000000,STK,985
2022-05-31,353810,이지바이오,KOSDAQ,중견기업부,6300,2,-240,-3.67,6540,6560,6170,3898823,24545005090,215407836000,34191720,KSQ,986
2022-05-31,061250,화일약품,KOSDAQ,중견기업부,3150,1,5,0.16,3125,3170,3090,1475407,4623067505,214363818900,68052006,KSQ,987
2022-05-31,023900,풍국주정,KOSDAQ,중견기업부,16900,1,100,0.6,16900,17000,16800,20855,351806450,212940000000,12600000,KSQ,988
2022-05-31,054920,한컴위드,KOSDAQ,벤처기업부,7540,1,70,0.94,7570,7700,7490,172945,1312945510,212756790740,28217081,KSQ,989
2022-05-31,251120,바이오에프디엔씨,KOSDAQ,기술성장기업부,24450,2,-100,-0.41,24550,24850,23750,73023,1779041250,212609865000,8695700,KSQ,990
2022-05-31,065660,안트로젠,KOSDAQ,기술성장기업부,21750,3,0,0.0,22000,22050,21500,79170,1722108700,211635612750,9730373,KSQ,991
2022-05-31,087010,펩트론,KOSDAQ,기술성장기업부,10250,2,-100,-0.97,10400,10450,10150,50758,521672950,211425243250,20626853,KSQ,992
2022-05-31,090850,현대이지웰,KOSDAQ,우량기업부,8860,1,10,0.11,8870,8930,8800,66709,589477100,210392758460,23746361,KSQ,993
2022-05-31,241690,유니테크노,KOSDAQ,우량기업부,8410,2,-140,-1.64,8410,8540,8400,184749,1560554200,210347261650,25011565,KSQ,994
2022-05-31,388720,유일로보틱스,KOSDAQ,벤처기업부,24500,1,600,2.51,24450,26750,23950,2332756,59029068100,210230727000,8580846,KSQ,995
2022-05-31,203400,에이비온,KOSDAQ,기술성장기업부,11150,1,50,0.45,10950,11450,10800,124538,1386258000,209895260050,18824687,KSQ,996
2022-05-31,102370,케이옥션,KOSDAQ,기술성장기업부,23150,2,-50,-0.22,22800,23500,22800,31191,722837600,209693741750,9058045,KSQ,997
2022-05-31,144960,뉴파워프라즈마,KOSDAQ,투자주의환기종목(소속부없음),4790,1,30,0.63,4740,4805,4725,68659,327269585,209287668960,43692624,KSQ,998
2022-05-31,396300,세아메카닉스,KOSDAQ,벤처기업부,7900,1,650,8.97,8320,9000,7810,16642638,140042671780,209267050000,26489500,KSQ,999
2022-05-31,263050,유틸렉스,KOSDAQ,기술성장기업부,12700,1,100,0.79,12900,12900,12600,28660,364711850,209214669200,16473596,KSQ,1000
2022-05-31,004090,한국석유,KOSPI,,16450,1,500,3.13,16400,16750,15950,1143396,18762793200,208818274000,12694120,STK,1001
2022-05-31,045970,코아시아,KOSDAQ,중견기업부,7910,1,150,1.93,7880,8290,7690,172071,1372880860,208150669160,26314876,KSQ,1002
2022-05-31,033530,세종공업,KOSPI,,7480,1,90,1.22,7420,7590,7330,84957,632686540,208100788280,27820961,STK,1003
2022-05-31,049180,셀루메드,KOSDAQ,벤처기업부,5250,3,0,0.0,5250,5360,5160,92072,483226640,207936608250,39606973,KSQ,1004
2022-05-31,074610,이엔플러스,KOSPI,,3585,3,0,0.0,3600,3625,3565,240488,863642265,207001377450,57740970,STK,1005
2022-05-31,090350,노루페인트,KOSPI,,10350,1,100,0.98,10300,10400,10250,92256,953205300,207000000000,20000000,STK,1006
2022-05-31,002210,동성제약,KOSPI,,7920,2,-30,-0.38,7970,7980,7890,70508,557991410,206719682400,26100970,STK,1008
2022-05-31,311690,CJ 바이오사이언스,KOSDAQ,기술성장기업부,35150,1,200,0.57,34950,35300,34750,3363,117659450,206635320800,5878672,KSQ,1009
2022-05-31,244460,올리패스,KOSDAQ,기술성장기업부,7550,2,-30,-0.4,7600,7630,7500,45744,345414920,206560253700,27358974,KSQ,1010
2022-05-31,063570,한국전자금융,KOSDAQ,우량기업부,6040,2,-20,-0.33,6130,6150,6020,115017,698032330,206252277120,34147728,KSQ,1011
2022-05-31,203650,드림시큐리티,KOSDAQ,벤처기업부,4070,2,-20,-0.49,4075,4110,4040,140759,572179830,205965418780,50605754,KSQ,1012
2022-05-31,015890,태경산업,KOSPI,,7030,2,-60,-0.85,7090,7110,7010,122656,864414690,205478112500,29228750,STK,1013
2022-05-31,200670,휴메딕스,KOSDAQ,우량기업부,20600,1,200,0.98,20400,20850,20200,38101,785297200,205406596400,9971194,KSQ,1014
2022-05-31,067290,JW신약,KOSDAQ,중견기업부,4450,2,-50,-1.11,4500,4510,4425,258397,1152104230,205267094650,46127437,KSQ,1015
2022-05-31,239610,에이치엘사이언스,KOSDAQ,우량기업부,38000,2,-100,-0.26,38100,38400,37800,1665,63311600,204900370000,5392115,KSQ,1016
2022-05-31,010820,퍼스텍,KOSPI,,4250,2,-45,-1.05,4335,4370,4245,1309724,5635642245,204261205000,48061460,STK,1017
2022-05-31,048910,대원미디어,KOSDAQ,우량기업부,16200,1,100,0.62,16400,16550,16050,117711,1921676550,203778925200,12578946,KSQ,1018
2022-05-31,288620,에스퓨얼셀,KOSDAQ,벤처기업부,29450,2,-250,-0.84,29550,29950,29250,113291,3341466400,202448606200,6874316,KSQ,1019
2022-05-31,176750,듀켐바이오,KONEX,일반기업부,7490,1,60,0.81,7400,7500,7350,4088,30241340,202131229370,26986813,KNX,1020
2022-05-31,119830,아이텍,KOSDAQ,중견기업부,10400,1,100,0.97,10450,10450,10050,179678,1839238500,202125716000,19435165,KSQ,1021
2022-05-31,005945,NH투자증권우,KOSPI,,10700,1,100,0.94,10600,10750,10600,41251,439049550,201919357600,18870968,STK,1022
2022-05-31,290550,디케이티,KOSDAQ,우량기업부,12250,2,-250,-2.0,12400,12450,12050,124085,1519031500,201667658500,16462666,KSQ,1023
2022-05-31,365590,하이딥,KOSDAQ,기술성장기업부,1575,1,10,0.64,1580,1585,1555,198835,311740445,201212561025,127754007,KSQ,1024
2022-05-31,065450,빅텍,KOSDAQ,우량기업부,7010,2,-130,-1.82,7080,7140,6900,1303893,9153687410,200856128000,28652800,KSQ,1025
2022-05-31,002620,제일파마홀딩스,KOSPI,,12550,1,150,1.21,12450,12800,12450,12367,155517150,200465605250,15973355,STK,1026
2022-05-31,094280,효성ITX,KOSPI,,17250,1,200,1.17,17100,17300,17000,15337,263532300,199378950000,11558200,STK,1027
2022-05-31,253840,수젠텍,KOSDAQ,기술성장기업부,12800,1,400,3.23,12400,13000,12200,196476,2494554100,198923724800,15540916,KSQ,1028
2022-05-31,007860,서연,KOSPI,,8460,1,70,0.83,8410,8480,8350,79801,672959930,198639480240,23479844,STK,1029
2022-05-31,067900,와이엔텍,KOSDAQ,우량기업부,10900,1,150,1.4,10800,10900,10650,94194,1013960200,198376283100,18199659,KSQ,1030
2022-05-31,082850,우리바이오,KOSDAQ,중견기업부,4140,1,40,0.98,4110,4140,4065,376479,1547702070,198353932920,47911578,KSQ,1031
2022-05-31,217600,켐온,KOSDAQ,중견기업부,3100,1,15,0.49,3060,3180,3045,3576680,11144200770,197970154000,63861340,KSQ,1032
2022-05-31,000440,중앙에너비스,KOSDAQ,우량기업부,31750,1,2250,7.63,30500,33450,29550,1070882,34492682350,197711377500,6227130,KSQ,1033
2022-05-31,054780,키이스트,KOSDAQ,중견기업부,10100,1,280,2.85,9840,10150,9790,126373,1263356520,197432709300,19547793,KSQ,1035
2022-05-31,332570,와이팜,KOSDAQ,중견기업부,5300,2,-40,-0.75,5350,5380,5260,26955,142722720,196849186800,37141356,KSQ,1036
2022-05-31,037460,삼지전자,KOSDAQ,우량기업부,12050,1,50,0.42,11950,12050,11900,45070,540679350,196638190100,16318522,KSQ,1037
2022-05-31,092200,디아이씨,KOSPI,,5050,2,-60,-1.17,5090,5150,5040,178255,905441420,196387273450,38888569,STK,1038
2022-05-31,078520,에이블씨엔씨,KOSPI,,7260,1,30,0.41,7250,7400,7200,36051,262362950,196262912340,27033459,STK,1039
2022-05-31,003555,LG우,KOSPI,,64900,1,300,0.46,65100,65300,64100,8654,561885500,196103138000,3021620,STK,1040
2022-05-31,248170,샘표식품,KOSPI,,42900,2,-400,-0.92,43300,43650,42700,14085,604642200,195979469400,4568286,STK,1041
2022-05-31,060560,홈센타홀딩스,KOSDAQ,우량기업부,1535,1,10,0.66,1540,1550,1510,657205,1002565480,195972720875,127669525,KSQ,1042
2022-05-31,080220,제주반도체,KOSDAQ,우량기업부,5680,3,0,0.0,5720,5730,5600,382514,2167315150,195635291440,34442833,KSQ,1043
2022-05-31,054050,농우바이오,KOSDAQ,우량기업부,12200,2,-50,-0.41,12250,12300,12100,31125,379539050,195572844200,16030561,KSQ,1044
2022-05-31,061040,알에프텍,KOSDAQ,중견기업부,6090,3,0,0.0,6090,6100,6030,101544,616325570,195423587310,32089259,KSQ,1045
2022-05-31,214390,경보제약,KOSPI,,8170,2,-10,-0.12,8200,8210,8050,20763,169271880,195319046200,23906860,STK,1046
2022-05-31,083930,아바코,KOSDAQ,우량기업부,12650,1,450,3.69,12200,12700,12200,95082,1190921150,194971894700,15412798,KSQ,1047
2022-05-31,357580,아모센스,KOSDAQ,기술성장기업부,17400,1,50,0.29,17400,17600,17200,36024,627683700,194881322400,11200076,KSQ,1048
2022-05-31,023600,삼보판지,KOSDAQ,우량기업부,12050,3,0,0.0,12000,12050,11850,32224,385665700,194848500000,16170000,KSQ,1049
2022-05-31,004970,신라교역,KOSPI,,12150,3,0,0.0,12150,12200,12000,15997,193797250,194400000000,16000000,STK,1050
2022-05-31,256630,포인트엔지니어링,KOSDAQ,벤처기업부,3350,1,70,2.13,3310,3355,3275,152734,505108420,193976128700,57903322,KSQ,1051
2022-05-31,267850,아시아나IDT,KOSPI,,17450,1,100,0.58,17350,17600,17350,8774,153180800,193695000000,11100000,STK,1052
2022-05-31,025950,동신건설,KOSDAQ,중견기업부,23050,1,150,0.66,23450,23450,22700,37683,863380750,193620000000,8400000,KSQ,1053
2022-05-31,273640,와이엠텍,KOSDAQ,벤처기업부,17650,1,200,1.15,17450,17900,17200,49688,875960700,193549900000,10966000,KSQ,1054
2022-05-31,396690,미래에셋글로벌리츠,KOSPI,,6650,1,180,2.78,6450,6650,6330,159619,1044881340,193249000000,29060000,STK,1055
2022-05-31,044490,태웅,KOSDAQ,중견기업부,9650,1,240,2.55,9410,10350,9410,284863,2816728820,193071226650,20007381,KSQ,1056
2022-05-31,021080,에이티넘인베스트,KOSDAQ,우량기업부,4020,2,-35,-0.86,4070,4080,3990,405323,1630816020,192960000000,48000000,KSQ,1057
2022-05-31,115160,휴맥스,KOSDAQ,중견기업부,4375,1,35,0.81,4310,4375,4310,53634,233729650,192243576875,43941389,KSQ,1058
2022-05-31,238090,앤디포스,KOSDAQ,우량기업부,8000,1,10,0.13,8000,8060,7950,31308,250487910,191834424000,23979303,KSQ,1060
2022-05-31,228850,레이언스,KOSDAQ,우량기업부,11550,1,100,0.87,11550,11600,11400,13523,155953800,191626211700,16591014,KSQ,1061
2022-05-31,089890,코세스,KOSDAQ,우량기업부,11550,1,100,0.87,11500,11650,11350,141411,1624813450,191556311100,16584962,KSQ,1062
2022-05-31,012030,DB,KOSPI,,952,2,-2,-0.21,959,959,949,659070,627279809,191517584216,201173933,STK,1063
2022-05-31,092730,네오팜,KOSDAQ,우량기업부,23300,1,50,0.22,23400,23400,23000,16216,375678600,191231511300,8207361,KSQ,1064
2022-05-31,088290,이원컴포텍,KOSDAQ,중견기업부,8380,1,160,1.95,8220,8410,8190,84018,696980250,190815708980,22770371,KSQ,1065
2022-05-31,005160,동국산업,KOSDAQ,우량기업부,3510,1,105,3.08,3430,3720,3395,2774856,9994952450,190398131820,54244482,KSQ,1066
2022-05-31,006890,태경케미컬,KOSPI,,16400,3,0,0.0,16700,16750,16350,132527,2181507050,190240000000,11600000,STK,1067
2022-05-31,054670,대한뉴팜,KOSDAQ,우량기업부,13250,1,400,3.11,12900,13600,12800,331994,4388230100,190202690000,14354920,KSQ,1068
2022-05-31,058970,엠로,KOSDAQ,기술성장기업부,16950,1,600,3.67,16250,17050,16200,36842,612451800,190045434000,11212120,KSQ,1069
2022-05-31,053280,예스24,KOSDAQ,우량기업부,7600,2,-30,-0.39,7600,7660,7570,43075,327457890,190000000000,25000000,KSQ,1070
2022-05-31,094360,칩스앤미디어,KOSDAQ,벤처기업부,19700,3,0,0.0,19900,19900,19600,54338,1070305050,189914205500,9640315,KSQ,1071
2022-05-31,333620,엔시스,KOSDAQ,벤처기업부,17950,1,150,0.84,17850,17950,17700,18582,331180550,189486374800,10556344,KSQ,1072
2022-05-31,353590,오토앤,KOSDAQ,중견기업부,14700,1,350,2.44,14400,15350,14350,831387,12392180250,189270879000,12875570,KSQ,1073
2022-05-31,066410,버킷스튜디오,KOSDAQ,중견기업부,2995,1,15,0.5,3020,3060,2980,1359347,4098720605,188790166430,63035114,KSQ,1074
2022-05-31,322310,오로스테크놀로지,KOSDAQ,벤처기업부,20150,1,50,0.25,20100,20150,19900,13885,277778300,188735821300,9366542,KSQ,1075
2022-05-31,006220,제주은행,KOSPI,,5860,2,-30,-0.51,5920,5940,5830,146754,860127270,188274615640,32128774,STK,1076
2022-05-31,046120,오르비텍,KOSDAQ,중견기업부,6950,1,90,1.31,6920,7020,6860,527598,3666426000,188128326800,27068824,KSQ,1077
2022-05-31,053050,지에스이,KOSDAQ,우량기업부,6270,3,0,0.0,6350,6370,6140,2481336,15497190710,188022233190,29987597,KSQ,1078
2022-05-31,043370,피에이치에이,KOSDAQ,우량기업부,8950,1,50,0.56,8900,9020,8900,24166,216654970,187950000000,21000000,KSQ,1079
2022-05-31,063160,종근당바이오,KOSPI,,34250,1,50,0.15,34400,34400,33900,5008,170965200,187894198500,5485962,STK,1080
2022-05-31,340930,유일에너테크,KOSDAQ,벤처기업부,17600,1,300,1.73,17150,17800,17150,43173,758737000,187875494400,10674744,KSQ,1081
2022-05-31,104620,노랑풍선,KOSDAQ,관리종목(소속부없음),12000,3,0,0.0,12250,12250,11800,63860,762390350,187429704000,15619142,KSQ,1082
2022-05-31,160980,싸이맥스,KOSDAQ,우량기업부,17150,1,250,1.48,17150,17350,17000,43007,737216600,187350767450,10924243,KSQ,1083
2022-05-31,274090,켄코아에어로스페이스,KOSDAQ,기술성장기업부,15550,1,300,1.97,15350,15750,15050,129573,2002919050,187036426300,12028066,KSQ,1084
2022-05-31,043650,국순당,KOSDAQ,우량기업부,10450,2,-150,-1.42,10500,10600,10250,121838,1269218600,186619276800,17858304,KSQ,1085
2022-05-31,334890,이지스밸류리츠,KOSPI,,6040,1,30,0.5,6000,6050,6000,37093,223823840,186472026080,30872852,STK,1086
2022-05-31,065530,와이어블,KOSDAQ,중견기업부,3525,1,75,2.17,3455,3675,3420,3630323,12953742905,186331500000,52860000,KSQ,1087
2022-05-31,190510,나무가,KOSDAQ,중견기업부,12250,1,150,1.24,12200,12350,11950,184397,2248204850,186155177250,15196341,KSQ,1088
2022-05-31,033170,시그네틱스,KOSDAQ,중견기업부,2170,1,40,1.88,2150,2230,2135,1819814,3975751705,186030452230,85728319,KSQ,1089
2022-05-31,051380,피씨디렉트,KOSDAQ,우량기업부,24250,2,-1050,-4.15,25500,26050,23500,781258,19589201650,185998373000,7670036,KSQ,1090
2022-05-31,300080,플리토,KOSDAQ,기술성장기업부,35600,1,100,0.28,34900,36100,34900,6634,235049800,185793231600,5218911,KSQ,1091
2022-05-31,126600,코프라,KOSDAQ,우량기업부,7510,2,-80,-1.05,7640,7640,7500,166693,1254874320,185787141340,24738634,KSQ,1092
2022-05-31,073640,테라사이언스,KOSDAQ,중견기업부,2325,3,0,0.0,2335,2345,2280,332372,770208785,185658934125,79853305,KSQ,1093
2022-05-31,370090,퓨런티어,KOSDAQ,기술성장기업부,23300,3,0,0.0,23150,23500,22650,577812,13359212700,185607334000,7965980,KSQ,1094
2022-05-31,038390,레드캡투어,KOSDAQ,우량기업부,21600,1,100,0.47,21800,21800,21400,8532,183608050,185532768000,8589480,KSQ,1095
2022-05-31,156100,엘앤케이바이오,KOSDAQ,벤처기업부,13850,2,-500,-3.48,14350,14350,13750,134614,1873199650,185489490550,13392743,KSQ,1096
2022-05-31,021320,KCC건설,KOSDAQ,우량기업부,8660,1,50,0.58,8630,8680,8570,44789,387469770,185324000000,21400000,KSQ,1097
2022-05-31,207760,미스터블루,KOSDAQ,중견기업부,7480,2,-20,-0.27,7480,7540,7420,56953,425943650,185217029800,24761635,KSQ,1098
2022-05-31,040910,아이씨디,KOSDAQ,우량기업부,10250,1,50,0.49,10100,10250,10100,21434,218089600,185170483250,18065413,KSQ,1099
2022-05-31,073560,우리손에프앤지,KOSDAQ,우량기업부,2670,2,-115,-4.13,2825,2855,2635,7667567,20797099730,184864506810,69237643,KSQ,1100
2022-05-31,215100,로보로보,KOSDAQ,벤처기업부,9070,2,-50,-0.55,9240,9300,9060,638204,5843321810,184560477780,20348454,KSQ,1101
2022-05-31,010170,대한광통신,KOSDAQ,중견기업부,2500,1,55,2.25,2445,2520,2405,374376,926416930,184354062500,73741625,KSQ,1102
2022-05-31,161580,필옵틱스,KOSDAQ,중견기업부,8380,1,60,0.72,8320,8380,8300,25187,209828450,184268716660,21989107,KSQ,1103
2022-05-31,026150,특수건설,KOSDAQ,중견기업부,10500,1,150,1.45,10350,10500,10350,116125,1210732450,184236475500,17546331,KSQ,1104
2022-05-31,078890,가온미디어,KOSDAQ,우량기업부,11400,2,-200,-1.72,11600,11650,11350,135039,1541831800,184173395400,16155561,KSQ,1105
2022-05-31,036190,금화피에스시,KOSDAQ,우량기업부,30650,2,-100,-0.33,31100,31100,30550,2572,78948050,183900000000,6000000,KSQ,1106
2022-05-31,052020,에스티큐브,KOSDAQ,중견기업부,6000,3,0,0.0,5940,6000,5930,36926,220016570,183455418000,30575903,KSQ,1107
2022-05-31,368770,파이버프로,KOSDAQ,벤처기업부,5720,2,-110,-1.89,5770,5920,5690,676010,3899188680,183407367000,32064225,KSQ,1108
2022-05-31,094850,참좋은여행,KOSDAQ,중견기업부,13100,2,-300,-2.24,13550,13550,13000,94422,1241991550,183400000000,14000000,KSQ,1109
2022-05-31,078150,HB테크놀러지,KOSDAQ,우량기업부,2315,1,5,0.22,2310,2325,2270,323332,742902655,182862836190,78990426,KSQ,1110
2022-05-31,069460,대호에이엘,KOSPI,,3515,1,20,0.57,3485,3540,3390,711750,2515510370,182792369285,52003519,STK,1111
2022-05-31,009270,신원,KOSPI,,1910,2,-10,-0.52,1920,1930,1910,692173,1325947275,182536432830,95568813,STK,1112
2022-05-31,014790,한라,KOSPI,,4815,1,215,4.67,4650,4825,4600,328341,1559644725,182289163815,37858601,STK,1113
2022-05-31,008700,아남전자,KOSPI,,2355,1,45,1.95,2310,2355,2295,919962,2145113100,181628951100,77124820,STK,1114
2022-05-31,002140,고려산업,KOSPI,,7280,1,60,0.83,7510,7930,7030,9752566,73008085710,181559014000,24939425,STK,1115
2022-05-31,014200,광림,KOSDAQ,중견기업부,2000,1,65,3.36,1950,2070,1920,7523438,14892227500,181413392000,90706696,KSQ,1116
2022-05-31,015230,대창단조,KOSPI,,6340,1,170,2.76,6150,6340,6060,1208214,7521479520,181147938200,28572230,STK,1117
2022-05-31,009070,KCTC,KOSPI,,6030,1,50,0.84,6000,6150,5990,180080,1091351140,180900000000,30000000,STK,1118
2022-05-31,159580,제로투세븐,KOSDAQ,우량기업부,9030,1,130,1.46,8850,9120,8850,43032,386202380,180894703080,20032636,KSQ,1119
2022-05-31,02826K,삼성물산우B,KOSPI,,111000,1,500,0.45,111000,112000,109500,4295,475699500,180644175000,1627425,STK,1120
2022-05-31,289080,SV인베스트먼트,KOSDAQ,벤처기업부,3380,1,40,1.2,3325,3520,3325,1943585,6690612995,179930920000,53234000,KSQ,1121
2022-05-31,046390,삼화네트웍스,KOSDAQ,중견기업부,4165,2,-35,-0.83,4235,4235,4135,310977,1295555535,179815265945,43172933,KSQ,1122
2022-05-31,111710,남화산업,KOSDAQ,벤처기업부,8690,3,0,0.0,8620,8780,8560,16508,142373640,178909720000,20588000,KSQ,1123
2022-05-31,282690,동아타이어,KOSPI,,13000,1,50,0.39,12850,13000,12850,12446,161248600,178529195000,13733015,STK,1124
2022-05-31,084730,팅크웨어,KOSDAQ,우량기업부,17100,1,150,0.88,17050,17200,16850,24840,423366050,178279162200,10425682,KSQ,1125
2022-05-31,018120,진로발효,KOSDAQ,우량기업부,26900,1,100,0.37,27000,27050,26800,2848,76655400,178108128000,6621120,KSQ,1126
2022-05-31,102280,쌍방울,KOSPI,,677,1,21,3.2,668,688,656,16228687,10877598901,177774871333,262592129,STK,1127
2022-05-31,260930,씨티케이,KOSDAQ,중견기업부,9190,2,-150,-1.61,9320,9420,9180,81686,757001180,177749221290,19341591,KSQ,1128
2022-05-31,139670,키네마스터,KOSDAQ,중견기업부,13100,2,-300,-2.24,13700,13700,13100,102116,1362934300,177456621700,13546307,KSQ,1129
2022-05-31,079940,가비아,KOSDAQ,우량기업부,13100,3,0,0.0,13150,13200,12900,13636,178149950,177317460400,13535684,KSQ,1130
2022-05-31,108860,셀바스AI,KOSDAQ,벤처기업부,8030,2,-10,-0.12,8090,8230,7960,239046,1925921950,177109238350,22055945,KSQ,1131
2022-05-31,005010,휴스틸,KOSPI,,22550,2,-300,-1.31,22900,23000,22450,46181,1043375100,176738218250,7837615,STK,1132
2022-05-31,033560,블루콤,KOSDAQ,벤처기업부,10300,3,0,0.0,10300,10350,10200,25112,258448150,176130000000,17100000,KSQ,1133
2022-05-31,016880,웅진,KOSPI,,2195,2,-10,-0.45,2210,2245,2165,3461075,7639994160,175439940600,79927080,STK,1134
2022-05-31,290720,푸드나무,KOSDAQ,우량기업부,25750,1,850,3.41,24850,25950,24650,11145,283177200,175255375500,6806034,KSQ,1135
2022-05-31,168490,한국패러랠,KOSPI,,2190,2,-5,-0.23,2190,2195,2185,17218,37656740,175243800000,80020000,STK,1136
2022-05-31,066590,우수AMS,KOSDAQ,중견기업부,4870,1,90,1.88,5120,5350,4850,5214140,26686106035,174907194450,35915235,KSQ,1137
2022-05-31,002170,삼양통상,KOSPI,,58300,2,-200,-0.34,57900,58700,57900,1742,101736100,174900000000,3000000,STK,1138
2022-05-31,000180,성창기업지주,KOSPI,,2505,1,20,0.8,2500,2505,2475,124871,310534795,174727758000,69751600,STK,1139
2022-05-31,058630,엠게임,KOSDAQ,벤처기업부,8900,2,-70,-0.78,9000,9070,8870,181920,1627017940,173940505300,19543877,KSQ,1140
2022-05-31,140070,서플러스글로벌,KOSDAQ,우량기업부,4690,2,-25,-0.53,4740,4740,4660,99482,465202215,173473720000,36988000,KSQ,1141
2022-05-31,023910,대한약품,KOSDAQ,우량기업부,28900,2,-50,-0.17,28850,29150,28850,9171,265097750,173400000000,6000000,KSQ,1142
2022-05-31,053260,금강철강,KOSDAQ,우량기업부,9240,1,10,0.11,9250,9320,9150,198871,1836123290,172972800000,18720000,KSQ,1143
2022-05-31,234690,녹십자웰빙,KOSDAQ,우량기업부,9650,1,100,1.05,9470,9830,9440,186506,1797386750,171309463400,17752276,KSQ,1144
2022-05-31,171090,선익시스템,KOSDAQ,중견기업부,18600,2,-150,-0.8,19000,19000,18550,47449,885654200,171210693600,9204876,KSQ,1145
2022-05-31,109740,디에스케이,KOSDAQ,벤처기업부,6330,2,-30,-0.47,6330,6360,6300,21682,137092910,171067680300,27024910,KSQ,1146
2022-05-31,369370,블리츠웨이,KOSDAQ,벤처기업부,4360,1,30,0.69,4370,4390,4200,68023,289668985,170995585560,39219171,KSQ,1147
2022-05-31,069920,아이에스이커머스,KOSDAQ,중견기업부,6620,2,-270,-3.92,6800,6810,6530,162851,1080728470,170970516440,25826362,KSQ,1148
2022-05-31,012800,대창,KOSPI,,1875,3,0,0.0,1890,1920,1870,655548,1237555865,170888435625,91140499,STK,1149
2022-05-31,276040,스코넥,KOSDAQ,기술성장기업부,14150,2,-150,-1.05,14400,14550,14000,102450,1451256650,170818927350,12072009,KSQ,1150
2022-05-31,041440,현대에버다임,KOSDAQ,중견기업부,9530,1,660,7.44,8800,10200,8800,12735434,123969674010,170738946320,17915944,KSQ,1151
2022-05-31,004960,한신공영,KOSPI,,14750,2,-50,-0.34,14800,14850,14600,25868,380312600,170667854500,11570702,STK,1152
2022-05-31,201490,미투온,KOSDAQ,중견기업부,5460,1,20,0.37,5490,5520,5460,124701,683812110,170667424200,31257770,KSQ,1153
2022-05-31,093520,매커스,KOSDAQ,우량기업부,10550,3,0,0.0,10600,10650,10450,74608,784456300,170520620600,16163092,KSQ,1154
2022-05-31,007280,한국특강,KOSPI,,2825,1,10,0.36,2815,2835,2790,57895,162751280,170469119075,60343051,STK,1155
2022-05-31,205500,액션스퀘어,KOSDAQ,중견기업부,3715,2,-60,-1.59,3755,3770,3655,145381,538628560,170290978540,45838756,KSQ,1156
2022-05-31,036010,아비코전자,KOSDAQ,중견기업부,12800,1,50,0.39,12700,12850,12500,231274,2928334400,170149555200,13292934,KSQ,1158
2022-05-31,297090,씨에스베어링,KOSDAQ,우량기업부,17750,1,3000,20.34,14850,19150,14850,3726346,67518740500,170052100000,9580400,KSQ,1159
2022-05-31,192410,THQ,KOSDAQ,벤처기업부,5330,1,80,1.52,5200,5420,5000,420029,2203116400,169654427670,31830099,KSQ,1160
2022-05-31,003310,대주산업,KOSDAQ,중견기업부,4790,1,245,5.39,4985,5430,4735,47105915,240036979240,169529356500,35392350,KSQ,1161
2022-05-31,051360,토비스,KOSDAQ,우량기업부,10300,1,100,0.98,10200,10400,9990,143437,1464256470,169095697400,16417058,KSQ,1162
2022-05-31,002700,신일전자,KOSPI,,2380,1,10,0.42,2375,2380,2355,1201980,2847208600,169093099980,71047521,STK,1163
2022-05-31,104200,NHN벅스,KOSDAQ,중견기업부,11400,2,-400,-3.39,11850,11900,11400,269252,3104079550,169034070000,14827550,KSQ,1164
2022-05-31,058400,KNN,KOSDAQ,우량기업부,1275,2,-5,-0.39,1285,1300,1270,522225,671777025,168847893000,132429720,KSQ,1165
2022-05-31,253590,네오셈,KOSDAQ,벤처기업부,4390,1,80,1.86,4310,4440,4295,484336,2116501180,168815808140,38454626,KSQ,1166
2022-05-31,040350,큐로컴,KOSDAQ,벤처기업부,1340,1,80,6.35,1265,1340,1260,2443486,3210501400,168804452480,125973472,KSQ,1167
2022-05-31,100700,세운메디칼,KOSDAQ,우량기업부,3845,1,10,0.26,3825,3860,3800,87265,334403375,168411000000,43800000,KSQ,1168
